id,propositions,nl_sentence,dataset_tl
1918,"['stop_by_house', 'travel_to_apple']",at any time stop by house until travel to apple,F(stop_by_house)Utravel_to_apple
3189,"['grab_apple', 'put_in_apple_bucket']",whenever grab apple or put in apple bucket,F(grab_apple)|put_in_apple_bucket
1939,"['withhold_apple', 'drop_apple']",at any time withhold apple or never drop apple,F(withhold_apple)|G(~(drop_apple))
2695,"['get_orange', 'get_close_tree']",at any time get orange means that at some time get close tree,F(get_orange)->F(get_close_tree)
1692,"['move_to_house', 'seize_apple']",move to house or seize apple,move_to_house|seize_apple
1848,"['withhold_apple', 'bring_pear']",at some time withhold apple or at any time bring pear,F(withhold_apple)|F(bring_pear)
1082,"['go_to_apple_trashcan', 'lay_hold_of_apple']","if repeatedly go to apple trashcan , when possible lay hold of apple",G(F(go_to_apple_trashcan))->F(lay_hold_of_apple)
5842,"['have_apple', 'get_hold_apple']",forever have apple or at any time get hold apple,G(have_apple)|F(get_hold_apple)
1752,"['travel_to_flag', 'seize_apple']",whenever travel to flag or seize apple,F(travel_to_flag)|seize_apple
1012,"['venture_flag', 'move_near_tree']",when possible venture flag or when possible move near tree,F(venture_flag)|F(move_near_tree)
1901,"['scoop_up_apple', 'move_forward_trash_can']",whenever scoop up apple means that at any time move forward trash can,F(scoop_up_apple)->F(move_forward_trash_can)
3171,"['go_to_waste_basket', 'move_to_flag']",repeatedly go to waste basket or when possible move to flag,G(F(go_to_waste_basket))|F(move_to_flag)
5440,"['stand_by_tree', 'going_to_tree']",whenever stand by tree and going to tree,F(stand_by_tree)&going_to_tree
1189,"['secure_apple', 'go_by_waste_basket']",secure apple means that at some time go by waste basket,secure_apple->F(go_by_waste_basket)
2559,"['drop_pear', 'let_go_apple']",never drop pear can infer that never let go apple,G(~(drop_pear))->G(~(let_go_apple))
2197,"['let_go', 'go_to_pear']",never let go or repeatedly go to pear,G(~(let_go))|G(F(go_to_pear))
1500,"['stand_by_tree', 'advance_to_house']","when at any time stand by tree , when possible advance to house",F(stand_by_tree)->F(advance_to_house)
4767,"['come_home', 'go_to_flag']",when possible come home and whenever go to flag,F(come_home)&F(go_to_flag)
5483,"['obtain_orange', 'get_hold_orange']",at any time obtain orange and at any time get hold orange,F(obtain_orange)&F(get_hold_orange)
5333,"['haul_pear', 'make_contact_with_house']",whenever haul pear and at any time make contact with house,F(haul_pear)&F(make_contact_with_house)
5443,"['grab_apple', 'go_visit_flag']",whenever grab apple and go visit flag,F(grab_apple)&go_visit_flag
5118,"['make_your_way_flag', 'steal_apple']",when possible make your way flag and at some time steal apple,F(make_your_way_flag)&F(steal_apple)
2305,"['travel_to_flag', 'grasp_apple']",at any time travel to flag and when possible grasp apple,F(travel_to_flag)&F(grasp_apple)
4868,"['steal_apple', 'contact_flag']",at any time steal apple or when possible contact flag,F(steal_apple)|F(contact_flag)
2664,"['arrive_at_tree', 'let_go_orange']",when possible arrive at tree or never let go orange,F(arrive_at_tree)|G(~(let_go_orange))
5165,"['going_to_tree', 'go_to_trash_bin']","if going to tree , whenever go to trash bin",going_to_tree->F(go_to_trash_bin)
1603,"['drop_pear', 'track_towards_tree']",drop pear or at any time track towards tree,drop_pear|F(track_towards_tree)
2662,"['move_to_trash_can', 'withold_apple']",move to trash can and whenever withold apple,move_to_trash_can&F(withold_apple)
1261,"['reach_tree', 'hold_pear']",at some time reach tree and hold pear,F(reach_tree)&hold_pear
2083,"['travel_to_apple', 'go_to_apple_trashcan']",travel to apple or repeatedly go to apple trashcan,travel_to_apple|G(F(go_to_apple_trashcan))
5428,"['collect_pear', 'put_in_bucket']",collect pear and put in bucket,collect_pear&put_in_bucket
1112,"['venture_to_trash_can', 'take_orange']",venture to trash can or take orange,venture_to_trash_can|take_orange
1141,"['present_at_flag', 'venture_towards_house']",at any time present at flag can infer that venture towards house,F(present_at_flag)->venture_towards_house
2315,"['arrive_at_tree', 'grab_apple']",at any time arrive at tree and when possible grab apple,F(arrive_at_tree)&F(grab_apple)
1445,"['venture_to_waste_basket', 'snatch_pear']",at some time venture to waste basket and at some time snatch pear,F(venture_to_waste_basket)&F(snatch_pear)
2031,"['get_to_cup', 'drop_orange']",when possible get to cup or drop orange,F(get_to_cup)|drop_orange
1622,"['reach_flag', 'venture_to_house']",at some time reach flag means that at some time venture to house,F(reach_flag)->F(venture_to_house)
1562,"['go_by_waste_basket', 'venture_to_house']",when possible go by waste basket or when possible venture to house,F(go_by_waste_basket)|F(venture_to_house)
4340,"['grasp_apple', 'set_out_to_house']",when possible grasp apple and when possible set out to house,F(grasp_apple)&F(set_out_to_house)
1361,"['go_by_tree', 'start_going_to_tree']",at any time go by tree until whenever start going to tree,F(go_by_tree)UF(start_going_to_tree)
3375,"['take_to_tree', 'go_past_flag']",take to tree can infer that whenever go past flag,take_to_tree->F(go_past_flag)
3474,"['going_to_flag', 'secure_pear']",when possible going to flag and at any time secure pear,F(going_to_flag)&F(secure_pear)
1535,"['let_go', 'take_apple']","if never let go , take apple",G(~(let_go))->take_apple
1124,"['steal_apple', 'approach_house']",at some time steal apple and when possible approach house,F(steal_apple)&F(approach_house)
1611,"['bring_pear', 'go_by_waste_basket']",at any time bring pear until at any time go by waste basket,F(bring_pear)UF(go_by_waste_basket)
5662,"['proceed_to_tree', 'procure_orange']",when possible proceed to tree or whenever procure orange,F(proceed_to_tree)|F(procure_orange)
3344,"['visit_house', 'make_your_way_flag']",at any time visit house and at some time make your way flag,F(visit_house)&F(make_your_way_flag)
1698,"['contact_house', 'journey_to_flag']",at some time contact house or whenever journey to flag,F(contact_house)|F(journey_to_flag)
1155,"['let_go', 'proceed_to_tree']",never let go and at any time proceed to tree,G(~(let_go))&F(proceed_to_tree)
1893,"['collect_orange', 'pass_by_house']",whenever collect orange or at any time pass by house,F(collect_orange)|F(pass_by_house)
1003,"['start_going_to_house', 'go_to_apple_trashcan']",at some time start going to house means that repeatedly go to apple trashcan,F(start_going_to_house)->G(F(go_to_apple_trashcan))
2774,"['get_hold_of_pear', 'get_hold_of_pear']",get hold of pear or get hold of pear,get_hold_of_pear|get_hold_of_pear
1418,"['get_to_flag', 'take_to_trashcan']",when possible get to flag or take to trashcan,F(get_to_flag)|take_to_trashcan
1473,"['stop_by_house', 'make_to_flag']",whenever stop by house or at some time make to flag,F(stop_by_house)|F(make_to_flag)
1132,"['snag_orange', 'visit_trash_bin']",when possible snag orange until at any time visit trash bin,F(snag_orange)UF(visit_trash_bin)
1144,"['grab_apple', 'go_to_trash_receptacle']",at any time grab apple and at some time go to trash receptacle,F(grab_apple)&F(go_to_trash_receptacle)
1661,"['go_to_transh_can', 'grab_tree']",at any time go to transh can or repeatedly grab tree,F(go_to_transh_can)|G(F(grab_tree))
2871,"['venture_to_flag', 'travel_by_tree']",at any time venture to flag or whenever travel by tree,F(venture_to_flag)|F(travel_by_tree)
1838,"['migrate_to_tree', 'travel_to_apple']",at some time migrate to tree until travel to apple,F(migrate_to_tree)Utravel_to_apple
2253,"['put_in_bin', 'take_possession_of_bear']",put in bin or when possible take possession of bear,put_in_bin|F(take_possession_of_bear)
2434,"['go_past_flag', 'visit_flag']",whenever go past flag and at some time visit flag,F(go_past_flag)&F(visit_flag)
4991,"['move_past_trash_can', 'capture_orange']",when possible move past trash can or capture orange,F(move_past_trash_can)|capture_orange
5816,"['contact_flag', 'pick_up_pear']",whenever contact flag until pick up pear,F(contact_flag)Upick_up_pear
1658,"['venture_towards_house', 'withhold_apple']",venture towards house or when possible withhold apple,venture_towards_house|F(withhold_apple)
1980,"['snatch_up_pear', 'stop_by_house']",snatch up pear or at any time stop by house,snatch_up_pear|F(stop_by_house)
2188,"['go_to_apple_trashcan', 'make_to_flag']",repeatedly go to apple trashcan means that whenever make to flag,G(F(go_to_apple_trashcan))->F(make_to_flag)
1365,"['secure_apple', 'go_by_waste_basket']",secure apple and when possible go by waste basket,secure_apple&F(go_by_waste_basket)
2998,"['travel_to_trash_can', 'journey_to_flag']",when possible travel to trash can or when possible journey to flag,F(travel_to_trash_can)|F(journey_to_flag)
1305,"['be_near_tree', 'journey_to_house']",whenever be near tree or at some time journey to house,F(be_near_tree)|F(journey_to_house)
1734,"['arrive_at_tree', 'make_way_for_tree']",at any time arrive at tree until at some time make way for tree,F(arrive_at_tree)UF(make_way_for_tree)
1312,"['bring_pear', 'go_by_waste_bin']",at any time bring pear until go by waste bin,F(bring_pear)Ugo_by_waste_bin
4925,"['drop_orange', 'put_in_bucket']",never drop orange or put in bucket,G(~(drop_orange))|put_in_bucket
1436,"['travel_to_apple', 'track_towards_tree']",travel to apple or at some time track towards tree,travel_to_apple|F(track_towards_tree)
2259,"['steal_apple', 'grab_apple']",at any time steal apple and when possible grab apple,F(steal_apple)&F(grab_apple)
3966,"['acquire_orange', 'drop_apple']",acquire orange or never drop apple,acquire_orange|G(~(drop_apple))
1830,"['snatch_up_pear', 'grip_apple']",snatch up pear and grip apple,snatch_up_pear&grip_apple
3730,"['be_at_house', 'go_past_flag']",whenever be at house or whenever go past flag,F(be_at_house)|F(go_past_flag)
1893,"['advance_to_tree', 'advance_to_tree']",advance to tree or advance to tree,advance_to_tree|advance_to_tree
1257,"['withhold_apple', 'venture_towards_house']",whenever withhold apple or venture towards house,F(withhold_apple)|venture_towards_house
2073,"['got_to_house', 'stop_by_house']",whenever got to house can infer that at any time stop by house,F(got_to_house)->F(stop_by_house)
2077,"['seize_orange', 'journey_to_house']",when possible seize orange until at any time journey to house,F(seize_orange)UF(journey_to_house)
1380,"['shift_to_flag', 'pick_up_orange']",at any time shift to flag until pick up orange,F(shift_to_flag)Upick_up_orange
2188,"['capture_orange', 'venture_to_waste_basket']",capture orange or at some time venture to waste basket,capture_orange|F(venture_to_waste_basket)
5136,"['get_pear', 'yield_pear']",whenever get pear and whenever yield pear,F(get_pear)&F(yield_pear)
5799,"['withold_apple', 'visit_tree']",when possible withold apple and visit tree,F(withold_apple)&visit_tree
3456,"['approach_tree', 'go_by_tree']",approach tree or when possible go by tree,approach_tree|F(go_by_tree)
1792,"['have_in_orange', 'make_to_flag']",always have in orange or whenever make to flag,G(have_in_orange)|F(make_to_flag)
4630,"['get_close_flag', 'start_going_to_tree']",at any time get close flag until at any time start going to tree,F(get_close_flag)UF(start_going_to_tree)
1251,"['go_by_waste_basket', 'secure_apple']",at some time go by waste basket or secure apple,F(go_by_waste_basket)|secure_apple
1629,"['going_to_flag', 'arrive_at_tree']",when possible going to flag and at any time arrive at tree,F(going_to_flag)&F(arrive_at_tree)
1236,"['reach_flag', 'go_by_waste_bin']",whenever reach flag or go by waste bin,F(reach_flag)|go_by_waste_bin
1523,"['travel_by_tree', 'show_yourself_near_house']",whenever travel by tree or at any time show yourself near house,F(travel_by_tree)|F(show_yourself_near_house)
1323,"['drop_apple', 'drop_apple']",never drop apple and never drop apple,G(~(drop_apple))&G(~(drop_apple))
1954,"['come_home', 'proceed_to_flag']",at any time come home can infer that at any time proceed to flag,F(come_home)->F(proceed_to_flag)
1762,"['venture_towards_house', 'drop_apple']",venture towards house and never drop apple,venture_towards_house&G(~(drop_apple))
3418,"['let_go_apple', 'going_to_flag']","if never let go apple , at any time going to flag",G(~(let_go_apple))->F(going_to_flag)
1648,"['snatch_up_pear', 'approach_trash_can']",snatch up pear and approach trash can,snatch_up_pear&approach_trash_can
2801,"['let_go_apple', 'move_to_flag']","when when possible let go apple , at some time move to flag",F(let_go_apple)->F(move_to_flag)
1950,"['reach_flag', 'present_at_flag']",whenever reach flag or at some time present at flag,F(reach_flag)|F(present_at_flag)
1165,"['get_hold_apple', 'stop_by_flag']",at any time get hold apple and stop by flag,F(get_hold_apple)&stop_by_flag
2427,"['go_to_home', 'grasp_orange']",at any time go to home or grasp orange,F(go_to_home)|grasp_orange
2413,"['travel_to_trash_can', 'go_to_peach']",at any time travel to trash can or when possible go to peach,F(travel_to_trash_can)|F(go_to_peach)
2464,"['grab_tree', 'grab_tree']",repeatedly grab tree and repeatedly grab tree,G(F(grab_tree))&G(F(grab_tree))
4040,"['go_to_trash_can', 'proceed_to_house']",at some time go to trash can or whenever proceed to house,F(go_to_trash_can)|F(proceed_to_house)
1569,"['withdraw_pear', 'be_in_houses_vicinity']",at some time withdraw pear and when possible be in house's vicinity,F(withdraw_pear)&F(be_in_houses_vicinity)
5957,"['pick_up_peach', 'be_near_tree']",at any time pick up peach and at any time be near tree,F(pick_up_peach)&F(be_near_tree)
1422,"['grab_flag', 'migrate_to_tree']",at any time grab flag or when possible migrate to tree,F(grab_flag)|F(migrate_to_tree)
